MODL,REPL,MULT,DIST,TREE,ESTI_LNTH,TRUE_LNTH
100M3,R1,0.1,JC,NJ,0.75333,NA
100M3,R1,0.1,JC,NJ,1.3940700000000001,NA
100M3,R1,0.1,JC,NJ,0.8506900000000001,NA
100M3,R1,0.1,JC,NJ,1.38273,NA
100M3,R1,0.1,JC,NJ,2.3226600000000004,NA
100M3,R1,0.1,JC,NJ,7.58643,NA
100M3,R1,0.1,JC,NJ,NA,0.112099273683
100M3,R1,0.1,JC,NJ,NA,0.248894006538
100M3,R1,0.1,JC,NJ,NA,0.147142660476
100M3,R1,0.1,JC,NJ,NA,0.442454091878
100M3,R1,0.1,JC,NJ,NA,0.238279498513
100M3,R1,0.1,JC,NJ,NA,0.709745140878
100M3,R1,0.1,JC,NJ,NA,0.278295624214
100M3,R1,0.1,JC,NJ,NA,0.098621344806
100M3,R1,0.1,JC,NJ,NA,0.54151896531
100M3,R1,0.1,JC,NJ,NA,0.409890205353
100M3,R1,0.1,JC,NJ,NA,0.953671033467
100M3,R1,0.1,JC,NJ,NA,0.675826518926
100M3,R1,0.1,JC,NJ,NA,0.563287792809
100M3,R1,0.1,JC,NJ,NA,0.057243160334
100M3,R1,0.1,JC,NJ,NA,0.536759330748
100M3,R1,0.1,JC,NJ,NA,0.828073583408
100M3,R1,0.1,JC,NJ,NA,0.25368693855
100M3,R1,0.1,JC,NJ,NA,0.237945829597
100M3,R1,0.1,JC,NJ,NA,0.308365320027
100M3,R1,0.1,JC,NJ,NA,0.017541443773
100M3,R1,0.1,JC,NJ,NA,0.039553508347
100M3,R1,0.1,JC,NJ,NA,0.039589410573
100M3,R1,0.1,JC,NJ,NA,1.338899529717
100M3,R1,0.1,JC,NJ,NA,0.328962594932
100M3,R1,0.1,JC,NJ,NA,0.237675841637
100M3,R1,0.1,JC,NJ,NA,0.134631208345
100M3,R1,0.1,JC,NJ,NA,0.631039516295
100M3,R1,0.1,JC,NJ,NA,0.170689285064
100M3,R1,0.1,JC,NJ,NA,0.925714552486
100M3,R1,0.1,JC,NJ,NA,0.11890971879
100M3,R1,0.1,JC,NJ,NA,0.048467258052
100M3,R1,0.1,JC,NJ,NA,0.374728826195
100M3,R1,0.1,JC,NJ,NA,0.568662870859
100M3,R1,0.1,JC,NJ,NA,0.105543123445
100M3,R1,0.1,JC,NJ,NA,0.073537423534
100M3,R1,0.1,JC,NJ,NA,0.335006077438
100M3,R1,0.1,JC,NJ,NA,0.493177746309
100M3,R1,0.1,JC,NJ,NA,0.524191131715
100M3,R1,0.1,JC,NJ,NA,0.465301930972
100M3,R1,0.1,JC,NJ,NA,0.285073665212
100M3,R1,0.1,JC,NJ,NA,0.074761391958
100M3,R1,0.1,JC,NJ,NA,0.047232275069
100M3,R1,0.1,JC,NJ,NA,0.50396620577
100M3,R1,0.1,JC,NJ,NA,0.260899868004
100M3,R1,0.1,JC,NJ,NA,0.118098458915
100M3,R1,0.1,JC,NJ,NA,0.522679746413
100M3,R1,0.1,JC,NJ,NA,0.222203064816
100M3,R1,0.1,JC,NJ,NA,0.919813965691
100M3,R1,0.1,JC,NJ,NA,0.573384930166
100M3,R1,0.1,JC,NJ,NA,0.763999146503
100M3,R1,0.1,JC,NJ,NA,0.625334107727
100M3,R1,0.1,JC,NJ,NA,0.134336236894
100M3,R1,0.1,JC,NJ,NA,0.622118505783
100M3,R1,0.1,JC,NJ,NA,0.146962312726
100M3,R1,0.1,JC,NJ,NA,0.669714873541
100M3,R1,0.1,JC,NJ,NA,0.367207620924
100M3,R1,0.1,JC,NJ,NA,0.513216459914
100M3,R1,0.1,JC,NJ,NA,0.128458588465
100M3,R1,0.1,JC,NJ,NA,0.042652854261
100M3,R1,0.1,JC,NJ,NA,0.094833310327
100M3,R1,0.1,JC,NJ,NA,0.019917160029
100M3,R1,0.1,JC,NJ,NA,0.049645815378
100M3,R1,0.1,JC,NJ,NA,0.083097276442
100M3,R1,0.1,JC,NJ,NA,0.156966725204
100M3,R1,0.1,JC,NJ,NA,0.94244543503
100M3,R1,0.1,JC,NJ,NA,1.019095179717
100M3,R1,0.1,JC,NJ,NA,0.052549498699
100M3,R1,0.1,JC,NJ,NA,0.189571545381
100M3,R1,0.1,JC,NJ,NA,0.17850995695
100M3,R1,0.1,JC,NJ,NA,0.278821713655
100M3,R1,0.1,JC,NJ,NA,0.690257219249
100M3,R1,0.1,JC,NJ,NA,0.121022452964
100M3,R1,0.1,JC,NJ,NA,0.407159592837
100M3,R1,0.1,JC,NJ,NA,0.172795975713
100M3,R1,0.05,JC,NJ,0.0958,NA
100M3,R1,0.05,JC,NJ,0.55837,NA
100M3,R1,0.05,JC,NJ,3.6352100000000003,NA
100M3,R1,0.05,JC,NJ,0.948095,0.807499660314
100M3,R1,0.05,JC,NJ,2.7192000000000003,0.733071904742
100M3,R1,0.05,JC,NJ,0.9032650000000001,NA
100M3,R1,0.05,JC,NJ,0.404525,NA
100M3,R1,0.05,JC,NJ,1.752515,NA
100M3,R1,0.05,JC,NJ,0.26713000000000003,NA
100M3,R1,0.05,JC,NJ,0.16615000000000002,NA
100M3,R1,0.05,JC,NJ,0.154065,NA
100M3,R1,0.05,JC,NJ,0.024390000000000002,NA
100M3,R1,0.05,JC,NJ,1.3704200000000002,NA
100M3,R1,0.05,JC,NJ,0.784945,NA
100M3,R1,0.05,JC,NJ,2.088505,NA
100M3,R1,0.05,JC,NJ,0.00547,NA
100M3,R1,0.05,JC,NJ,1.14396,1.22905204181
100M3,R1,0.05,JC,NJ,0.692725,0.111623978799
100M3,R1,0.05,JC,NJ,0.31933,NA
100M3,R1,0.05,JC,NJ,0.1212,NA
100M3,R1,0.05,JC,NJ,0.49762500000000004,NA
100M3,R1,0.05,JC,NJ,0.999625,NA
100M3,R1,0.05,JC,NJ,0.45475000000000004,NA
100M3,R1,0.05,JC,NJ,0.537925,0.198076091798
100M3,R1,0.05,JC,NJ,1.22557,NA
100M3,R1,0.05,JC,NJ,0.066775,NA
100M3,R1,0.05,JC,NJ,0.8658450000000001,NA
100M3,R1,0.05,JC,NJ,0.90246,NA
100M3,R1,0.05,JC,NJ,0.075215,NA
100M3,R1,0.05,JC,NJ,0.018195,NA
100M3,R1,0.05,JC,NJ,0.177685,NA
100M3,R1,0.05,JC,NJ,0.23013499999999998,NA
100M3,R1,0.05,JC,NJ,0.48963,NA
100M3,R1,0.05,JC,NJ,0.17219,NA
100M3,R1,0.05,JC,NJ,4.74579,NA
100M3,R1,0.05,JC,NJ,1.424655,NA
100M3,R1,0.05,JC,NJ,2.58718,0.07607460964
100M3,R1,0.05,JC,NJ,0.253015,NA
100M3,R1,0.05,JC,NJ,0.24956,NA
100M3,R1,0.05,JC,NJ,0.16384500000000002,NA
100M3,R1,0.05,JC,NJ,1.7942049999999998,NA
100M3,R1,0.05,JC,NJ,0.16895500000000002,0.081279009249
100M3,R1,0.05,JC,NJ,1.00319,NA
100M3,R1,0.05,JC,NJ,0.364315,0.284961175549
100M3,R1,0.05,JC,NJ,1.2555500000000002,NA
100M3,R1,0.05,JC,NJ,0.54144,NA
100M3,R1,0.05,JC,NJ,0.63741,0.097928686693
100M3,R1,0.05,JC,NJ,0.8946300000000001,0.091152713703
100M3,R1,0.05,JC,NJ,0.8664400000000001,0.408495500649
100M3,R1,0.05,JC,NJ,0.5585300000000001,1.221657480279
100M3,R1,0.05,JC,NJ,3.083625,NA
100M3,R1,0.05,JC,NJ,1.3424300000000002,NA
100M3,R1,0.05,JC,NJ,1.781065,0.561653969942
100M3,R1,0.05,JC,NJ,0.184595,0.06541331762
100M3,R1,0.05,JC,NJ,1.6512799999999999,NA
100M3,R1,0.05,JC,NJ,0.48846999999999996,NA
100M3,R1,0.05,JC,NJ,1.16397,NA
100M3,R1,0.05,JC,NJ,0.38572000000000006,NA
100M3,R1,0.05,JC,NJ,0.128535,NA
100M3,R1,0.05,JC,NJ,3.879165,NA
100M3,R1,0.05,JC,NJ,4.278325000000001,NA
100M3,R1,0.05,JC,NJ,0.15841000000000002,NA
100M3,R1,0.05,JC,NJ,0.084625,NA
100M3,R1,0.05,JC,NJ,0.66442,NA
100M3,R1,0.05,JC,NJ,0.7857750000000001,0.373807218239
100M3,R1,0.05,JC,NJ,1.0786300000000002,0.842864600077
100M3,R1,0.05,JC,NJ,0.545425,NA
100M3,R1,0.05,JC,NJ,1.347575,NA
100M3,R1,0.05,JC,NJ,1.5137850000000002,0.384607319551
100M3,R1,0.05,JC,NJ,0.35941,NA
100M3,R1,0.05,JC,NJ,0.276125,NA
100M3,R1,0.05,JC,NJ,0.06004000000000001,NA
100M3,R1,0.05,JC,NJ,0.40802,NA
100M3,R1,0.05,JC,NJ,0.496765,NA
100M3,R1,0.05,JC,NJ,0.008215,0.406261796916
100M3,R1,0.05,JC,NJ,0.05349000000000001,0.094618316716
100M3,R1,0.05,JC,NJ,0.56479,NA
100M3,R1,0.05,JC,NJ,0.07354500000000001,NA
100M3,R1,0.05,JC,NJ,0.24062000000000003,NA
100M3,R1,0.05,JC,NJ,0.514605,NA
100M3,R1,0.05,JC,NJ,1.1997350000000002,NA
100M3,R1,0.05,JC,NJ,0.7623500000000001,NA
100M3,R1,0.05,JC,NJ,0.021945000000000003,0.026490609352
100M3,R1,0.05,JC,NJ,1.7859800000000001,1.183146237288
100M3,R1,0.05,JC,NJ,0.051320000000000005,NA
100M3,R1,0.05,JC,NJ,0.058120000000000005,NA
100M3,R1,0.05,JC,NJ,0.44931000000000004,NA
100M3,R1,0.05,JC,NJ,0.38002,NA
100M3,R1,0.05,JC,NJ,0.165,0.924140550872
100M3,R1,0.05,JC,NJ,0.16488000000000003,NA
100M3,R1,0.05,JC,NJ,0.5745,NA
100M3,R1,0.05,JC,NJ,0.106765,NA
100M3,R1,0.05,JC,NJ,0.376665,NA
100M3,R1,0.05,JC,NJ,0.6970350000000001,NA
100M3,R1,0.05,JC,NJ,0.42534500000000003,NA
100M3,R1,0.05,JC,NJ,0.691365,NA
100M3,R1,0.05,JC,NJ,1.1613300000000002,NA
100M3,R1,0.05,JC,NJ,3.793215,NA
100M3,R1,0.05,JC,NJ,NA,0.602034650574
100M3,R1,0.05,JC,NJ,NA,0.510633448364
100M3,R1,0.05,JC,NJ,NA,0.379520007177
100M3,R1,0.05,JC,NJ,NA,0.381902696595
100M3,R1,0.05,JC,NJ,NA,0.511301741442
100M3,R1,0.05,JC,NJ,NA,0.275063507263
100M3,R1,0.05,JC,NJ,NA,0.271734981454
100M3,R1,0.05,JC,NJ,NA,0.629493782372
100M3,R1,0.05,JC,NJ,NA,0.376421294591
100M3,R1,0.05,JC,NJ,NA,0.694657425138
100M3,R1,0.05,JC,NJ,NA,0.042153629911
100M3,R1,0.05,JC,NJ,NA,1.14100786024
100M3,R1,0.05,JC,NJ,NA,0.909939992524
100M3,R1,0.05,JC,NJ,NA,0.335865802544
100M3,R1,0.05,JC,NJ,NA,0.20624862175
100M3,R1,0.05,JC,NJ,NA,0.382045260763
100M3,R1,0.05,JC,NJ,NA,0.292811671323
100M3,R1,0.05,JC,NJ,NA,0.121025450943
100M3,R1,0.05,JC,NJ,NA,0.462659372152
100M3,R1,0.05,JC,NJ,NA,0.358232687073
100M3,R1,0.05,JC,NJ,NA,0.805549384711
100M3,R1,0.05,JC,NJ,NA,0.202934332411
100M3,R1,0.05,JC,NJ,NA,0.739750467564
100M3,R1,0.05,JC,NJ,NA,0.197880614639
100M3,R1,0.05,JC,NJ,NA,0.017523655523
100M3,R1,0.05,JC,NJ,NA,0.02559124878
100M3,R1,0.05,JC,NJ,NA,0.626881952962
100M3,R1,0.05,JC,NJ,NA,0.166068449684
100M3,R1,0.05,JC,NJ,NA,0.112258612562
100M3,R1,0.05,JC,NJ,NA,0.710720197606
100M3,R1,0.05,JC,NJ,NA,0.199548916367
100M3,R1,0.05,JC,NJ,NA,0.307657504619
100M3,R1,0.05,JC,NJ,NA,0.399957236756
100M3,R1,0.05,JC,NJ,NA,0.452413492752
100M3,R1,0.05,JC,NJ,NA,0.361289696943
100M3,R1,0.05,JC,NJ,NA,0.210207088181
100M3,R1,0.05,JC,NJ,NA,1.122418779992
100M3,R1,0.05,JC,NJ,NA,0.469015773663
100M3,R1,0.05,JC,NJ,NA,0.156421518184
100M3,R1,0.05,JC,NJ,NA,0.196497908586
100M3,R1,0.05,JC,NJ,NA,0.643809215726
100M3,R1,0.05,JC,NJ,NA,0.442369490009
100M3,R1,0.05,JC,NJ,NA,1.156823250607
100M3,R1,0.05,JC,NJ,NA,0.485078817331
100M3,R1,0.05,JC,NJ,NA,0.097180122063
100M3,R1,0.05,JC,NJ,NA,0.4837652927
100M3,R1,0.05,JC,NJ,NA,0.181862241288
100M3,R1,0.05,JC,NJ,NA,0.285215561842
100M3,R1,0.05,JC,NJ,NA,0.683674911487
100M3,R1,0.05,JC,NJ,NA,0.722731907142
100M3,R1,0.05,JC,NJ,NA,0.893720535901
100M3,R1,0.05,JC,NJ,NA,0.642641228929
100M3,R1,0.05,JC,NJ,NA,0.314807337053
100M3,R1,0.05,JC,NJ,NA,0.057771623117
100M3,R1,0.05,JC,NJ,NA,0.045476586419
100M3,R1,0.05,JC,NJ,NA,0.100857106668
100M3,R1,0.05,JC,NJ,NA,0.061246116821
100M3,R1,0.05,JC,NJ,NA,0.040532042451
100M3,R1,0.05,JC,NJ,NA,0.051678600416
100M3,R1,0.05,JC,NJ,NA,1.537666336415
100M3,R1,0.05,JC,NJ,NA,0.02957093726
100M3,R1,0.05,JC,NJ,NA,0.239036696536
100M3,R1,0.05,JC,NJ,NA,0.66942419199
100M3,R1,0.05,JC,NJ,NA,0.196298011308
100M3,R1,0.05,JC,NJ,NA,0.74897110159
100M3,R1,0.05,JC,NJ,NA,0.410238595055
100M3,R1,0.05,JC,NJ,NA,0.180823153701
100M3,R1,0.05,JC,NJ,NA,0.1544875986
100M3,R1,0.05,JC,NJ,NA,0.655016375163
100M3,R1,0.05,JC,NJ,NA,0.172587125418
100M3,R1,0.05,JC,NJ,NA,0.615191641557
100M3,R1,0.05,JC,NJ,NA,0.66370313692
100M3,R1,0.05,JC,NJ,NA,0.169516821626
100M3,R1,0.05,JC,NJ,NA,0.778342317878
100M3,R1,0.05,JC,NJ,NA,0.751217820492
100M3,R1,0.01,JC,NJ,0.01916,0.008748284368
100M3,R1,0.01,JC,NJ,0.11167400000000001,NA
100M3,R1,0.01,JC,NJ,0.727042,0.084349501042
100M3,R1,0.01,JC,NJ,0.189619,NA
100M3,R1,0.01,JC,NJ,0.54384,0.034396639754
100M3,R1,0.01,JC,NJ,0.180653,NA
100M3,R1,0.01,JC,NJ,0.080905,NA
100M3,R1,0.01,JC,NJ,0.350503,NA
100M3,R1,0.01,JC,NJ,0.053426,0.005650609833
100M3,R1,0.01,JC,NJ,0.03323,NA
100M3,R1,0.01,JC,NJ,0.030813000000000004,NA
100M3,R1,0.01,JC,NJ,0.004878,NA
100M3,R1,0.01,JC,NJ,0.274084,NA
100M3,R1,0.01,JC,NJ,0.15698900000000002,NA
100M3,R1,0.01,JC,NJ,0.417701,NA
100M3,R1,0.01,JC,NJ,0.001094,NA
100M3,R1,0.01,JC,NJ,0.22879200000000002,0.087922033837
100M3,R1,0.01,JC,NJ,0.138545,NA
100M3,R1,0.01,JC,NJ,0.06386599999999999,NA
100M3,R1,0.01,JC,NJ,0.02424,0.052573893034
100M3,R1,0.01,JC,NJ,0.099525,NA
100M3,R1,0.01,JC,NJ,0.199925,NA
100M3,R1,0.01,JC,NJ,0.09095,NA
100M3,R1,0.01,JC,NJ,0.107585,NA
100M3,R1,0.01,JC,NJ,0.245114,NA
100M3,R1,0.01,JC,NJ,0.013354999999999999,NA
100M3,R1,0.01,JC,NJ,0.17316900000000002,NA
100M3,R1,0.01,JC,NJ,0.18049199999999999,0.043537904557
100M3,R1,0.01,JC,NJ,0.015043,0.21028347743
100M3,R1,0.01,JC,NJ,0.003639,NA
100M3,R1,0.01,JC,NJ,0.035537,NA
100M3,R1,0.01,JC,NJ,0.046027,NA
100M3,R1,0.01,JC,NJ,0.097926,0.233654099791
100M3,R1,0.01,JC,NJ,0.034438,NA
100M3,R1,0.01,JC,NJ,0.9491580000000001,NA
100M3,R1,0.01,JC,NJ,0.284931,NA
100M3,R1,0.01,JC,NJ,0.517436,NA
100M3,R1,0.01,JC,NJ,0.050603,NA
100M3,R1,0.01,JC,NJ,0.049912000000000005,NA
100M3,R1,0.01,JC,NJ,0.032769,NA
100M3,R1,0.01,JC,NJ,0.35884099999999997,NA
100M3,R1,0.01,JC,NJ,0.033791,0.176947441913
100M3,R1,0.01,JC,NJ,0.200638,0.109201289662
100M3,R1,0.01,JC,NJ,0.072863,0.186758801663
100M3,R1,0.01,JC,NJ,0.25111,0.217203671616
100M3,R1,0.01,JC,NJ,0.108288,NA
100M3,R1,0.01,JC,NJ,0.127482,NA
100M3,R1,0.01,JC,NJ,0.17892600000000003,0.378160755853
100M3,R1,0.01,JC,NJ,0.17328800000000003,NA
100M3,R1,0.01,JC,NJ,0.111706,NA
100M3,R1,0.01,JC,NJ,0.616725,NA
100M3,R1,0.01,JC,NJ,0.268486,NA
100M3,R1,0.01,JC,NJ,0.356213,NA
100M3,R1,0.01,JC,NJ,0.036919,NA
100M3,R1,0.01,JC,NJ,0.330256,NA
100M3,R1,0.01,JC,NJ,0.09769399999999999,NA
100M3,R1,0.01,JC,NJ,0.232794,0.0185954129
100M3,R1,0.01,JC,NJ,0.077144,NA
100M3,R1,0.01,JC,NJ,0.025707,0.077404207615
100M3,R1,0.01,JC,NJ,0.775833,NA
100M3,R1,0.01,JC,NJ,0.8556650000000001,NA
100M3,R1,0.01,JC,NJ,0.031682,NA
100M3,R1,0.01,JC,NJ,0.016925,NA
100M3,R1,0.01,JC,NJ,0.132884,NA
100M3,R1,0.01,JC,NJ,0.15715500000000002,NA
100M3,R1,0.01,JC,NJ,0.21572600000000003,NA
100M3,R1,0.01,JC,NJ,0.109085,NA
100M3,R1,0.01,JC,NJ,0.269515,NA
100M3,R1,0.01,JC,NJ,0.302757,NA
100M3,R1,0.01,JC,NJ,0.071882,0.420909546279
100M3,R1,0.01,JC,NJ,0.055225,NA
100M3,R1,0.01,JC,NJ,0.012008000000000001,NA
100M3,R1,0.01,JC,NJ,0.081604,NA
100M3,R1,0.01,JC,NJ,0.099353,0.102895258788
100M3,R1,0.01,JC,NJ,0.0016430000000000001,NA
100M3,R1,0.01,JC,NJ,0.010698000000000001,NA
100M3,R1,0.01,JC,NJ,0.112958,NA
100M3,R1,0.01,JC,NJ,0.014709000000000002,NA
100M3,R1,0.01,JC,NJ,0.048124,NA
100M3,R1,0.01,JC,NJ,0.102921,NA
100M3,R1,0.01,JC,NJ,0.23994700000000002,NA
100M3,R1,0.01,JC,NJ,0.15247,NA
100M3,R1,0.01,JC,NJ,0.0043890000000000005,0.394131406544
100M3,R1,0.01,JC,NJ,0.357196,0.51951780152
100M3,R1,0.01,JC,NJ,0.010264,NA
100M3,R1,0.01,JC,NJ,0.011624,NA
100M3,R1,0.01,JC,NJ,0.089862,NA
100M3,R1,0.01,JC,NJ,0.076004,NA
100M3,R1,0.01,JC,NJ,0.033,0.146499869055
100M3,R1,0.01,JC,NJ,0.032976,0.550549267918
100M3,R1,0.01,JC,NJ,0.1149,NA
100M3,R1,0.01,JC,NJ,0.021353,NA
100M3,R1,0.01,JC,NJ,0.075333,NA
100M3,R1,0.01,JC,NJ,0.139407,NA
100M3,R1,0.01,JC,NJ,0.085069,NA
100M3,R1,0.01,JC,NJ,0.138273,NA
100M3,R1,0.01,JC,NJ,0.23226600000000003,NA
100M3,R1,0.01,JC,NJ,0.7586430000000001,NA
100M3,R1,0.01,JC,NJ,NA,0.007764129003
100M3,R1,0.01,JC,NJ,NA,0.075698707058
100M3,R1,0.01,JC,NJ,NA,0.024928336952
100M3,R1,0.01,JC,NJ,NA,0.110912429488
100M3,R1,0.01,JC,NJ,NA,0.011667948682
100M3,R1,0.01,JC,NJ,NA,0.066587867504
100M3,R1,0.01,JC,NJ,NA,0.359227944996
100M3,R1,0.01,JC,NJ,NA,0.088255879853
100M3,R1,0.01,JC,NJ,NA,0.183559430153
100M3,R1,0.01,JC,NJ,NA,0.012922956939
100M3,R1,0.01,JC,NJ,NA,0.013242556911
100M3,R1,0.01,JC,NJ,NA,0.115962029245
100M3,R1,0.01,JC,NJ,NA,0.02056562924
100M3,R1,0.01,JC,NJ,NA,0.31717021342
100M3,R1,0.01,JC,NJ,NA,0.101653948922
100M3,R1,0.01,JC,NJ,NA,0.027399230815
100M3,R1,0.01,JC,NJ,NA,0.086520528579
100M3,R1,0.01,JC,NJ,NA,0.061852822515
100M3,R1,0.01,JC,NJ,NA,0.073674497744
100M3,R1,0.01,JC,NJ,NA,0.166158966562
100M3,R1,0.01,JC,NJ,NA,0.248997282913
100M3,R1,0.01,JC,NJ,NA,0.154331969648
100M3,R1,0.01,JC,NJ,NA,0.336760745928
100M3,R1,0.01,JC,NJ,NA,0.147159455446
100M3,R1,0.01,JC,NJ,NA,0.254617277162
100M3,R1,0.01,JC,NJ,NA,0.935386231794
100M3,R1,0.01,JC,NJ,NA,0.247272534875
100M3,R1,0.01,JC,NJ,NA,0.119378212155
100M3,R1,0.01,JC,NJ,NA,0.156503676269
100M3,R1,0.01,JC,NJ,NA,0.148286267273
100M3,R1,0.01,JC,NJ,NA,1.086295023063
100M3,R1,0.01,JC,NJ,NA,0.051999453475
100M3,R1,0.01,JC,NJ,NA,0.102660007499
100M3,R1,0.01,JC,NJ,NA,0.149924941723
100M3,R1,0.01,JC,NJ,NA,0.220761034979
100M3,R1,0.01,JC,NJ,NA,0.255894572219
100M3,R1,0.01,JC,NJ,NA,0.089920020166
100M3,R1,0.01,JC,NJ,NA,0.796652590525
100M3,R1,0.01,JC,NJ,NA,0.432405590612
100M3,R1,0.01,JC,NJ,NA,0.121407171655
100M3,R1,0.01,JC,NJ,NA,0.052024647052
100M3,R1,0.01,JC,NJ,NA,0.127234900276
100M3,R1,0.01,JC,NJ,NA,0.134921107575
100M3,R1,0.01,JC,NJ,NA,0.126696628175
100M3,R1,0.01,JC,NJ,NA,0.807196117699
100M3,R1,0.01,JC,NJ,NA,0.065009324186
100M3,R1,0.01,JC,NJ,NA,0.163058215759
100M3,R1,0.01,JC,NJ,NA,0.351204106738
100M3,R1,0.01,JC,NJ,NA,0.305038611075
100M3,R1,0.01,JC,NJ,NA,0.05450812114
100M3,R1,0.01,JC,NJ,NA,0.082494199912
100M3,R1,0.01,JC,NJ,NA,0.030044273485
100M3,R1,0.01,JC,NJ,NA,0.308638758975
100M3,R1,0.01,JC,NJ,NA,0.017331528311
100M3,R1,0.01,JC,NJ,NA,0.044291496898
100M3,R1,0.01,JC,NJ,NA,0.204247442695
100M3,R1,0.01,JC,NJ,NA,0.23808714993
100M3,R1,0.01,JC,NJ,NA,0.184803783303
100M3,R1,0.01,JC,NJ,NA,0.080268398709
100M3,R1,0.01,JC,NJ,NA,0.312628848608
100M3,R1,0.01,JC,NJ,NA,0.294334996822
100M3,R1,0.01,JC,NJ,NA,0.218602484585
100M3,R1,0.01,JC,NJ,NA,0.173968427665
100M3,R1,0.01,JC,NJ,NA,0.099206491087
100M3,R1,0.01,JC,NJ,NA,0.488067579077
100M3,R1,0.01,JC,NJ,NA,0.357317579007
100M3,R1,0.01,JC,NJ,NA,0.079398624994
100M3,R1,0.01,JC,NJ,NA,0.062569672872
100M3,R1,0.01,JC,NJ,NA,0.32363136235
100M3,R1,0.01,JC,NJ,NA,0.152610913032
100M3,R1,0.01,JC,NJ,NA,0.772908478655
100M3,R1,0.01,JC,NJ,NA,0.642485715598
100M3,R1,0.01,JC,NJ,NA,0.146944575772
100M3,R1,0.01,JC,NJ,NA,0.161362161353
100M3,R1,0.01,JC,NJ,NA,0.094443824603
100M3,R1,0.005,JC,NJ,0.00958,NA
100M3,R1,0.005,JC,NJ,0.055837000000000005,NA
100M3,R1,0.005,JC,NJ,0.363521,0.037671974803
100M3,R1,0.005,JC,NJ,0.0948095,NA
100M3,R1,0.005,JC,NJ,0.27192,0.020568567295
100M3,R1,0.005,JC,NJ,0.0903265,NA
100M3,R1,0.005,JC,NJ,0.0404525,NA
100M3,R1,0.005,JC,NJ,0.1752515,NA
100M3,R1,0.005,JC,NJ,0.026713,0.001672181817
100M3,R1,0.005,JC,NJ,0.016615,NA
100M3,R1,0.005,JC,NJ,0.015406500000000002,NA
100M3,R1,0.005,JC,NJ,0.002439,NA
100M3,R1,0.005,JC,NJ,0.137042,NA
100M3,R1,0.005,JC,NJ,0.07849450000000001,0.00449292374
100M3,R1,0.005,JC,NJ,0.2088505,0.008579638932
100M3,R1,0.005,JC,NJ,0.000547,NA
100M3,R1,0.005,JC,NJ,0.11439600000000001,0.046061834423
100M3,R1,0.005,JC,NJ,0.0692725,NA
100M3,R1,0.005,JC,NJ,0.031932999999999996,NA
100M3,R1,0.005,JC,NJ,0.01212,0.030491888086
100M3,R1,0.005,JC,NJ,0.0497625,NA
100M3,R1,0.005,JC,NJ,0.0999625,NA
100M3,R1,0.005,JC,NJ,0.045475,NA
100M3,R1,0.005,JC,NJ,0.0537925,NA
100M3,R1,0.005,JC,NJ,0.122557,NA
100M3,R1,0.005,JC,NJ,0.006677499999999999,NA
100M3,R1,0.005,JC,NJ,0.08658450000000001,NA
100M3,R1,0.005,JC,NJ,0.09024599999999999,0.047180092442
100M3,R1,0.005,JC,NJ,0.0075215,0.077740757547
100M3,R1,0.005,JC,NJ,0.0018195,NA
100M3,R1,0.005,JC,NJ,0.0177685,NA
100M3,R1,0.005,JC,NJ,0.0230135,NA
100M3,R1,0.005,JC,NJ,0.048963,0.01142927924
100M3,R1,0.005,JC,NJ,0.017219,NA
100M3,R1,0.005,JC,NJ,0.47457900000000003,NA
100M3,R1,0.005,JC,NJ,0.1424655,NA
100M3,R1,0.005,JC,NJ,0.258718,NA
100M3,R1,0.005,JC,NJ,0.0253015,NA
100M3,R1,0.005,JC,NJ,0.024956000000000002,NA
100M3,R1,0.005,JC,NJ,0.0163845,0.106687570403
100M3,R1,0.005,JC,NJ,0.17942049999999998,NA
100M3,R1,0.005,JC,NJ,0.0168955,0.07407796825
100M3,R1,0.005,JC,NJ,0.100319,0.051950812135
100M3,R1,0.005,JC,NJ,0.0364315,0.082280835262
100M3,R1,0.005,JC,NJ,0.125555,0.079320459333
100M3,R1,0.005,JC,NJ,0.054144,NA
100M3,R1,0.005,JC,NJ,0.063741,0.09873528881
100M3,R1,0.005,JC,NJ,0.08946300000000001,0.043701713614
100M3,R1,0.005,JC,NJ,0.08664400000000001,NA
100M3,R1,0.005,JC,NJ,0.055853,0.114199699255
100M3,R1,0.005,JC,NJ,0.3083625,NA
100M3,R1,0.005,JC,NJ,0.134243,NA
100M3,R1,0.005,JC,NJ,0.1781065,0.007346636729
100M3,R1,0.005,JC,NJ,0.0184595,NA
100M3,R1,0.005,JC,NJ,0.165128,NA
100M3,R1,0.005,JC,NJ,0.048846999999999995,NA
100M3,R1,0.005,JC,NJ,0.116397,0.296943316786
100M3,R1,0.005,JC,NJ,0.038572,0.104555821433
100M3,R1,0.005,JC,NJ,0.0128535,NA
100M3,R1,0.005,JC,NJ,0.3879165,NA
100M3,R1,0.005,JC,NJ,0.42783250000000006,NA
100M3,R1,0.005,JC,NJ,0.015841,NA
100M3,R1,0.005,JC,NJ,0.0084625,NA
100M3,R1,0.005,JC,NJ,0.066442,NA
100M3,R1,0.005,JC,NJ,0.07857750000000001,NA
100M3,R1,0.005,JC,NJ,0.10786300000000001,NA
100M3,R1,0.005,JC,NJ,0.0545425,NA
100M3,R1,0.005,JC,NJ,0.1347575,NA
100M3,R1,0.005,JC,NJ,0.1513785,0.1195167796
